Restaurant_id,Name,Latitude,Longtitude,Phone,Image_url,Address_1,Address_2,Address_3,City,State,Zip,Price,Yelp_rating,Yelp_url,Yelp_review_count
on-the-border-mexican-grill-and-cantina-college-station-4,On The Border Mexican Grill & Cantina,30.6266087,-96.3333345,+19793148400,https://s3-media4.fl.yelpcdn.com/bphoto/H-OJ1g1s9AyW5VQWGqOvvw/o.jpg,709 Texas Ave,,,College Station,TX,77840,$$,3.0,https://www.yelp.com/biz/on-the-border-mexican-grill-and-cantina-college-station-4?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,35.0
marcos-pizza-college-station,Marco's Pizza,30.579748,-96.28347,+19796907770,https://s3-media2.fl.yelpcdn.com/bphoto/NBvcSytD0757-B8ytOmkHg/o.jpg,1842 Graham Rd,,,College Station,TX,77845,$$,3.5,https://www.yelp.com/biz/marcos-pizza-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,41.0
mickeys-slider-truck-college-station,Mickey's Slider Truck,30.616559,-96.3119743,+19798464488,https://s3-media1.fl.yelpcdn.com/bphoto/hR1ObxmOz5PEniHaWjfC1A/o.jpg,700 University Dr E,Ste C,,College Station,TX,77840,$,5.0,https://www.yelp.com/biz/mickeys-slider-truck-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,4.0
kolache-rolfs-college-station-3,Kolache Rolf's,30.6107812,-96.3124089,+19796960099,https://s3-media4.fl.yelpcdn.com/bphoto/qzhW-GV_IW0KK4FiEAumQw/o.jpg,2307 A Texas Ave S,, ,College Station,TX,77840,$,3.5,https://www.yelp.com/biz/kolache-rolfs-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,19.0
fat-burger-grill-college-station,Fat Burger Grill,30.578916,-96.319381,+19796935577,https://s3-media4.fl.yelpcdn.com/bphoto/pGOCjYDM8TzvPq_EvTY1MA/o.jpg,11907 Wellborn Rd N,,,College Station,TX,77845,$$,2.5,https://www.yelp.com/biz/fat-burger-grill-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,34.0
freddys-frozen-custard-and-steakburgers-college-station,Freddy's Frozen Custard & Steakburgers,30.6745838615,-96.3386055698,+19797763549,https://s3-media1.fl.yelpcdn.com/bphoto/zWSEDdMKv0kzPU7l47ifVg/o.jpg,930 N Earl Rudder Frwy,,,College Station,TX,77840,$,4.0,https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,38.0
garpez-college-station,Garpez,30.6312637329,-96.301361084,+19796961407,https://s3-media1.fl.yelpcdn.com/bphoto/9lNoLBOvYxQ7dvdC2sVfGQ/o.jpg,2601 Harvey Rd,,,College Station,TX,77845,$,3.5,https://www.yelp.com/biz/garpez-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,13.0
china-king-buffet-college-station,China King Buffet,30.6082262,-96.3120683,+19796947959,https://s3-media1.fl.yelpcdn.com/bphoto/acMGhJG0EkFh6RInfPcggA/o.jpg,2402-D Texas Ave S,,,College Station,TX,77840,$$,2.5,https://www.yelp.com/biz/china-king-buffet-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,33.0
wingstop-college-station,Wingstop,30.6334191012,-96.3275614963,+19798469464,https://s3-media1.fl.yelpcdn.com/bphoto/0AFqNeTX5eEkJbLJVY3ZKA/o.jpg,700 University Dr E,,,College Station,TX,77840,$,2.5,https://www.yelp.com/biz/wingstop-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,21.0
lime-fresh-mexican-grill-college-station,Lime Fresh Mexican Grill,30.6168486048,-96.3435515922,+19798476176,https://s3-media2.fl.yelpcdn.com/bphoto/S4pi3Kfzd0EYrFQ_EInpNA/o.jpg,233 Houston St,,,College Station,TX,77843,$$,3.0,https://www.yelp.com/biz/lime-fresh-mexican-grill-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,12.0
chef-caos-college-station-4,Chef Cao's,30.5583711226,-96.2613351939,+19796902888,https://s3-media1.fl.yelpcdn.com/bphoto/VtVJp4tAUZP_weeRYqRx8w/o.jpg,951 William D Fitch Pkwy,Ste 301,,College Station,TX,77845,$$,4.0,https://www.yelp.com/biz/chef-caos-college-station-4?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,44.0
joy-luck-chinese-and-sushi-college-station,Joy Luck Chinese & Sushi,30.6175403595,-96.3175506592,+19796939999,https://s3-media1.fl.yelpcdn.com/bphoto/O8llwUYqNinhouGf3yK5dA/o.jpg,1702 George Bush Dr E,,,College Station,TX,77840,$,3.0,https://www.yelp.com/biz/joy-luck-chinese-and-sushi-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,65.0
red-lobster-college-station,Red Lobster,30.63586,-96.31977,+19792603709,https://s3-media2.fl.yelpcdn.com/bphoto/ohWakX1Bsl01LM4JV9OnPQ/o.jpg,1200 University Dr E,,,College Station,TX,77840,$$,2.5,https://www.yelp.com/biz/red-lobster-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,32.0
fazolis-college-station,Fazoli's,30.61718,-96.31564,+19796945199,https://s3-media4.fl.yelpcdn.com/bphoto/LCEriWd_cwceRizYSMY28w/o.jpg,400 Harvey Rd,,,College Station,TX,77840,$,2.5,https://www.yelp.com/biz/fazolis-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,23.0
the-rollin-joint-college-station,The Rollin' Joint,30.6182646,-96.3466314,,,Northgate Promenade,,,College Station,TX,77840,$,4.0,https://www.yelp.com/biz/the-rollin-joint-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,1.0
h-e-b-college-station,H-E-B,30.6138878,-96.3175617,+19796930361,https://s3-media4.fl.yelpcdn.com/bphoto/4UQlrpa2Kw8Js6vJXAyPhw/o.jpg,1900 S Texas Ave,,,College Station,TX,77840,$$,4.0,https://www.yelp.com/biz/h-e-b-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,33.0
outback-steakhouse-college-station,Outback Steakhouse,30.61073,-96.31407,+19797644329,https://s3-media4.fl.yelpcdn.com/bphoto/vB_B81qdbdG6SjoXuASxbw/o.jpg,2102 S Texas Ave,,,College Station,TX,77840,$$,3.0,https://www.yelp.com/biz/outback-steakhouse-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,41.0
hungry-howies-pizza-college-station-3,Hungry Howie's Pizza,30.592009,-96.330172,+19796936666,https://s3-media4.fl.yelpcdn.com/bphoto/zKwzMHiufpQ3bRAA7R7f8w/o.jpg,105 Southwest Pkwy,Ste 400,,College Station,TX,77840,$$,3.0,https://www.yelp.com/biz/hungry-howies-pizza-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,28.0
panda-express-college-station-3,Panda Express,30.61193,-96.34085,+19792687570,https://s3-media1.fl.yelpcdn.com/bphoto/1dHkbeE_q-YLa-7hstNt0A/o.jpg,275 Joe Routt Blvd,275 Joe Routt Blvd,,College Station,TX,77840,$,3.0,https://www.yelp.com/biz/panda-express-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,2.0
taco-bell-college-station,Taco Bell,30.62165,-96.34208,+19792601720,https://s3-media4.fl.yelpcdn.com/bphoto/0RGrHCmbsCcTd3kAaVJZgg/o.jpg,731 University Dr,,,College Station,TX,77840,$,2.5,https://www.yelp.com/biz/taco-bell-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,11.0
sullys-landing-college-station,Sully's Landing,30.5946303,-96.3660865,+19792683233,https://s3-media3.fl.yelpcdn.com/bphoto/S6hGyvzrUJLspvhu2JomiQ/o.jpg,1 McKenzie Terminal Blvd,,,College Station,TX,77845,,4.0,https://www.yelp.com/biz/sullys-landing-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,1.0
honeybaked-ham-co-college-station,HoneyBaked Ham Co,30.586224,-96.2839977,+19793141229,https://s3-media4.fl.yelpcdn.com/bphoto/MQw0604g9Inhurr7lspbpw/o.jpg,3975 Hwy 6,Ste 1400,,College Station,TX,77845,$,2.5,https://www.yelp.com/biz/honeybaked-ham-co-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,10.0
dominos-pizza-college-station,Domino's Pizza,30.6187325,-96.3452454,+19798466666,https://s3-media2.fl.yelpcdn.com/bphoto/xuzYK7z261zRpkubLiQB6Q/o.jpg,409 University Dr,,,College Station,TX,77840,$$,3.0,https://www.yelp.com/biz/dominos-pizza-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,14.0
firehouse-subs-college-station-2,Firehouse Subs,30.6170269,-96.3211062,+19797035983,https://s3-media2.fl.yelpcdn.com/bphoto/MopfcHtsBIcPyY3MgaT8-g/o.jpg,1507 S Texas Ave, , ,College Station,TX,77840,$,3.5,https://www.yelp.com/biz/firehouse-subs-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,21.0
mi-familia-coco-loco-college-station,Mi Familia Coco Loco,30.5881433687,-96.287945509,+19796950966,https://s3-media2.fl.yelpcdn.com/bphoto/p_0to_g1PAY11JOfxgfWdg/o.jpg,3702 State Hwy 6 S,,,College Station,TX,77845,$,3.5,https://www.yelp.com/biz/mi-familia-coco-loco-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,30.0
blakes-steaks-college-station,Blakes steaks,30.6170005798,-96.3351211548,+17135986255,https://s3-media3.fl.yelpcdn.com/bphoto/n788_390F7e7GdwR8EzI-w/o.jpg,730 Lamar St,, ,College Station,TX,77840,$,4.0,https://www.yelp.com/biz/blakes-steaks-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,4.0
kyoto-japanese-restaurant-college-station,Kyoto Japanese Restaurant,30.6186027527,-96.3460769653,+19798465541,https://s3-media3.fl.yelpcdn.com/bphoto/Di-cqhjxbaD6U4ZhS236qA/o.jpg,113 College Main,,,College Station,TX,77840,$,3.0,https://www.yelp.com/biz/kyoto-japanese-restaurant-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,11.0
chicken-oil-co-bryan,Chicken Oil Co,30.6344833374,-96.3543319702,+19798463306,https://s3-media2.fl.yelpcdn.com/bphoto/NJLZqmUhCSqUKod_PecZKA/o.jpg,3600 S College Ave,,,Bryan,TX,77801,$,3.0,https://www.yelp.com/biz/chicken-oil-co-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,70.0
la-familia-taqueria-college-station,La Familia Taqueria,30.5713838076,-96.273923475,+19796905867,https://s3-media3.fl.yelpcdn.com/bphoto/VVHRniS1BTk_4A4o-KLZiQ/o.jpg,4152 State Hwy 6 S,,,College Station,TX,77845,$,3.5,https://www.yelp.com/biz/la-familia-taqueria-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,14.0
texas-a-and-m-university-dining-services-college-station,Texas A&M University Dining Services,30.611056,-96.349128,+19798453005,https://s3-media4.fl.yelpcdn.com/bphoto/Q-0omYQ2lPPknZd9fdpD0w/o.jpg,Texas Am University,,1374 Tamu,College Station,TX,77843,$$$,3.0,https://www.yelp.com/biz/texas-a-and-m-university-dining-services-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,1.0
doubledaves-pizzaworks-college-station-6,DoubleDave's Pizzaworks,30.617659,-96.323787,+19797643283,https://s3-media4.fl.yelpcdn.com/bphoto/6vZzvbNYEIjqPcGvk45RhA/o.jpg,1410 Texas Ave S,,,College Station,TX,77840,$,3.5,https://www.yelp.com/biz/doubledaves-pizzaworks-college-station-6?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,18.0
hullabaloo-diner-wellborn,Hullabaloo Diner,30.53211,-96.30082,+19796903002,https://s3-media4.fl.yelpcdn.com/bphoto/zzcFqrOfk_sS_5qfSaSomw/o.jpg,15045 Fm 2154 Rd,,,Wellborn,TX,77845,$$,3.5,https://www.yelp.com/biz/hullabaloo-diner-wellborn?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,173.0
huertas-taqueria-college-station,Huerta's Taqueria,30.6124442,-96.3413854,,https://s3-media4.fl.yelpcdn.com/bphoto/h3P4ItOOZ9eLlpY4kflfOw/o.jpg,150 Lamar Street At Memorial Student Ctr,,Texas A&M University Campus,College Station,TX,77840,,5.0,https://www.yelp.com/biz/huertas-taqueria-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,1.0
the-university-club-college-station,The University Club,30.6079,-96.3538,+19798452582,https://s3-media1.fl.yelpcdn.com/bphoto/kWLANd4Uez0ZZt164VSkWg/o.jpg,Texas Am Campus,Fl 11,Rudder Tower,College Station,TX,77843,$$,3.5,https://www.yelp.com/biz/the-university-club-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,6.0
schlotzskys-college-station-3,Schlotzsky's,30.62277,-96.34166,+19792602867,https://s3-media2.fl.yelpcdn.com/bphoto/oqv7y0e2x_AH0gU2zKaf3w/o.jpg,107 South College Ave,,,College Station,TX,77840,$,3.0,https://www.yelp.com/biz/schlotzskys-college-station-3?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,11.0
hometown-chinese-restaurant-bryan,Hometown Chinese Restaurant,30.6426166,-96.3521141,+19797798885,https://s3-media2.fl.yelpcdn.com/bphoto/nRKlgol-jf47W4LBGmLJFw/o.jpg,3105 S Texas Ave,Ste 500, ,Bryan,TX,77802,,3.5,https://www.yelp.com/biz/hometown-chinese-restaurant-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,3.0
baked-or-fried-bryan,Baked or Fried,30.6598052979,-96.3293457031,+19797769000,https://s3-media2.fl.yelpcdn.com/bphoto/QJiSoXeWb_5kH0xezf-3gA/o.jpg,3203 Freedom Blvd,Ste 100,,Bryan,TX,77802,$,3.0,https://www.yelp.com/biz/baked-or-fried-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,16.0
jimmy-johns-college-station-2,Jimmy John's,30.62853,-96.33355,+19796959200,https://s3-media3.fl.yelpcdn.com/bphoto/XEpJuC68eb4avcLVtOz8GQ/o.jpg,200 University Dr E,,,College Station,TX,77840,$,2.5,https://www.yelp.com/biz/jimmy-johns-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,27.0
the-grill-at-the-pavilion-college-station,The Grill at The Pavilion,30.6167131921,-96.3380331466,,https://s3-media4.fl.yelpcdn.com/bphoto/AaW-ODbFY4h9dMSmBCVkCQ/o.jpg,Texas Am University Campus - The Pavilion,,1050 Tamu,College Station,TX,77845,$,3.0,https://www.yelp.com/biz/the-grill-at-the-pavilion-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,13.0
frittella-italian-cafe-bryan-2,Frittella Italian Cafe,30.6354618073,-96.3434295654,+19792606666,https://s3-media2.fl.yelpcdn.com/bphoto/HUO_G4l7EA50z8gvPKOw-Q/o.jpg,3901 S Texas Ave,,,Bryan,TX,77802,$,3.5,https://www.yelp.com/biz/frittella-italian-cafe-bryan-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,65.0
dominos-pizza-college-station-6,Domino's Pizza,30.5969907127,-96.297185842,+19796935200,https://s3-media4.fl.yelpcdn.com/bphoto/YfIndW3CSrol4_owP3_N5A/o.jpg,3104 Texas Ave S,,,College Station,TX,77845,,3.0,https://www.yelp.com/biz/dominos-pizza-college-station-6?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,19.0
the-tap-college-station,The Tap,30.62211845,-96.3119987006,+19796965570,https://s3-media1.fl.yelpcdn.com/bphoto/68XDWgP5lDZKsj0eXgSVGA/o.jpg,815 Harvey Rd,,,College Station,TX,77840,$,2.0,https://www.yelp.com/biz/the-tap-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,29.0
dennys-college-station,Denny's,30.6273348666,-96.3335296512,+19794852987,https://s3-media1.fl.yelpcdn.com/bphoto/UHkYLyWPebidmpx35IaQew/o.jpg,607 Texas Ave,,,College Station,TX,77840,$,3.0,https://www.yelp.com/biz/dennys-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,17.0
tree-house-cafe-long-beach,Tree House Cafe,41.7330055237,-86.8522567749,+12192216148,https://s3-media3.fl.yelpcdn.com/bphoto/GE6O3BP_26vMKQxjShaRyg/o.jpg,3103 E US Hwy 12,,,Long Beach,IN,46360,$$,3.0,https://www.yelp.com/biz/tree-house-cafe-long-beach?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,30.0
freebirds-world-burrito-college-station-5,Freebirds World Burrito,30.5819460588,-96.2847443001,+19794858829,https://s3-media4.fl.yelpcdn.com/bphoto/LxN6ZD5DGg0e-m_RY8H_pw/o.jpg,3525 Longmire Dr,Ste D,,College Station,TX,77845,$,4.0,https://www.yelp.com/biz/freebirds-world-burrito-college-station-5?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,20.0
cicis-college-station-2,Cicis,30.6150830235,-96.3159504533,+19796942424,https://s3-media3.fl.yelpcdn.com/bphoto/3Xk6nr6p2f-8zJmBQxPNqQ/o.jpg,1905 Texas Ave S,,,College Station,TX,77840,,2.5,https://www.yelp.com/biz/cicis-college-station-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,3.0
revs-american-grill-college-station,Rev's American Grill,30.6112098694,-96.3419036865,,https://s3-media2.fl.yelpcdn.com/bphoto/bv2wx81YxbpbZjb17XVQQQ/o.jpg,401 Joe Routt Blvd,,A&M University Campus,College Station,TX,77843,$$,3.5,https://www.yelp.com/biz/revs-american-grill-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,6.0
raspas-el-payasito-bryan,Raspas El Payasito,30.65956,-96.36763,+19798238682,https://s3-media1.fl.yelpcdn.com/bphoto/dQ6bG80X2ixeDYTYJfsYvA/o.jpg,1005 S Coulter Ave,,,Bryan,TX,77803,$,4.5,https://www.yelp.com/biz/raspas-el-payasito-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,34.0
taqueria-maris-bryan,Taqueria Mari's,30.65095,-96.3429,,https://s3-media2.fl.yelpcdn.com/bphoto/9pgOlq2MIE1EZ4KTDXaM7Q/o.jpg,1403 Briarcrest Dr,, ,Bryan,TX,77802,,4.0,https://www.yelp.com/biz/taqueria-maris-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,2.0
chilis-college-station,Chili's,30.62199,-96.3269,+19796964261,https://s3-media1.fl.yelpcdn.com/bphoto/lRcBVufCfoFCfihGR_wbKg/o.jpg,1063 Texas Ave S,,,College Station,TX,77840,$$,2.5,https://www.yelp.com/biz/chilis-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,33.0
fuddruckers-college-station,Fuddruckers,30.6170161394,-96.3173693813,+19796967142,https://s3-media2.fl.yelpcdn.com/bphoto/I2p5VChlvdzpSDPvYMoIiw/o.jpg,1704 George Bush Dr E,,,College Station,TX,77840,$$,3.0,https://www.yelp.com/biz/fuddruckers-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,21.0
kreuz-market-bryan,Kreuz Market,30.6700638509,-96.3345778198,+19797046147,https://s3-media2.fl.yelpcdn.com/bphoto/iZ7XObPE-dDqYx-yl_Uhqw/o.jpg,768 N Earl Rudder Fwy,,,Bryan,TX,77802,$$,3.5,https://www.yelp.com/biz/kreuz-market-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,104.0
roman-delight-pizza-college-station,Roman Delight Pizza,30.6106586456,-96.3240203857,+19796933155,https://s3-media3.fl.yelpcdn.com/bphoto/KSOusM2C7azLjpkffo5Fpg/o.jpg,Post Oak Mall,Ste 4030,,College Station,TX,77840,$,2.5,https://www.yelp.com/biz/roman-delight-pizza-college-station?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,4.0
caffe-capri-bryan,Caffe' Capri,30.6754798,-96.3733028,+19798222675,https://s3-media3.fl.yelpcdn.com/bphoto/INxwJ1i_7sxM_Qp-cxhIpg/o.jpg,222 N Main St,,,Bryan,TX,77803,$$,3.5,https://www.yelp.com/biz/caffe-capri-bryan?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,95.0
freebirds-world-burrito-college-station-4,Freebirds World Burrito,30.6110264406,-96.3160748773,+19796950151,https://s3-media3.fl.yelpcdn.com/bphoto/e1bz-s63jIvRBnN3e3BXaw/o.jpg,2050 Texas Ave S,Ste C,,College Station,TX,77840,$,3.0,https://www.yelp.com/biz/freebirds-world-burrito-college-station-4?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,33.0
khairallah-halal-meat-bryan-2,Khairallah Halal Meat,30.6391319741,-96.3482170925,+19796765358,https://s3-media2.fl.yelpcdn.com/bphoto/CpLYPBVuOCLq-_4xz1MpBw/o.jpg,3525 S Texas Ave,,,Bryan,TX,77802,$,5.0,https://www.yelp.com/biz/khairallah-halal-meat-bryan-2?adjust_creative=2Slx3F97ZFV4IU3uImzXaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=2Slx3F97ZFV4IU3uImzXaw,6.0
